Key,Item Type,Publication Year,Author,Title,Publication Title,ISSN,DOI,Url,Abstract Note,Date,Date Added,Pages,Issue,Volume,Journal Abbreviation,Language,Rights,Archive,Archive Location,Notes,Manual Tags
5LENZWKB,journalArticle,2024,"Syahwildan, Muhamad; Hidayah, Zulfa Zakiatul","The Influence of Financial Literacy, Self-Efficacy, and Coping Strategies on Students' Finances",Ilomata International Journal of Tax and Accounting,2714-9838,10.52728/ijtc.v5i1.1056,,"Students with financial behavior that tends to be consumptive have a negative impact on financial behavior, new experiences as students and employees with limited income and various expenses must be able to be managed properly to be able to produce good financial behavior. This study aims to determine the effect of financial literacy on financial management behavior and to analyze the psychological effect of Self-Efficacy and Self-Coping on financial management behavior of undergraduate students in the management study program at Pelita Bangsa University. The research method used is quantitative with data sources taken by distributing questionnaires. Sampling used is by simple random sampling method. The population in this study were all students of the management study program in 2022 with a total of 4995, with a sample of 98 respondents obtained from the Slovin formula. The results of the research tested with SmartPLS 3.0 show that financial literacy, self-efficacy, and self-coping have a significant effect on financial behavior.",1/23/24,9/29/25 19:27,254-265,1,5,,,,,,,
K5FDI3H3,journalArticle,2017,"Alase, Abayomi",The Interpretative Phenomenological Analysis (IPA): A Guide to a Good Qualitative Research Approach,International Journal of Education and Literacy Studies,2202-9478,10.7575/aiac.ijels.v.5n.2p.9,,"As a research methodology, qualitative research method infuses an added advantage to the exploratory capability that researchers need to explore and investigate their research studies. Qualitative methodology allows researchers to advance and apply their interpersonal and subjectivity skills to their research exploratory processes. However, in a study with an interpretative phenomenological analysis (IPA) approach, the advantageous elements of the study quadruple because of the bonding relationship that the approach allows for the researchers to develop with their research participants. Furthermore, as a qualitative research approach, IPA gives researchers the best opportunity to understand the innermost deliberation of the ‘lived experiences’ of research participants. As an approach that is ‘participant-oriented’, interpretative phenomenological analysis approach allows the interviewees (research participants) to express themselves and their ‘lived experience’ stories the way they see fit without any distortion and/or prosecution. Therefore, utilizing the IPA approach in a qualitative research study reiterates the fact that its main objective and essence are to explore the ‘lived experiences’ of the research participants and allow them to narrate the research findings through their ‘lived experiences’. As such, this paper discusses the historical background of phenomenology as both a theory and a qualitative research approach, an approach that has transitioned into an interpretative analytical tradition. Furthermore, as a resource tool to novice qualitative researchers, this paper provides a step-by-step comprehensive guide to help prepare and equip researchers with ways to utilize and apply the IPA approach in their qualitative research studies.  More importantly, this paper also provides an advanced in-depth analysis and usability application for the IPA approach in a qualitatively conducted research study. As such, this paper completely contrasted itself from many books and articles that are written with the premise of providing useful and in-depth information on the subject-matter (phenomenology, as a qualitative approach).",4/30/17,9/29/25 19:27,9,2,5,,,,,,,
SFGP34KP,journalArticle,2025,"Asamoah, K. & Byers, T.",The intersection of governance and social responsibility in sport: Re-conceptualizing fair play,Handbook on Corporate Social Responsibility in Sport,,10.4324/9781003469445-8,,Explores how governance and CSR shape athlete philanthropy and entrepreneurship in modern sport.,2025,9/29/25 19:28,,,,Handbook on Corporate Social Responsibility in Sport,,,,,,CCW; CRT; Philanthropy/Entrepreneurship
NHZ9SZYW,journalArticle,2025,"Jones, Veronica A.; Briscoe, Kaleb L.",The Legal Logic of Whiteness: A Critical Discourse Analysis of Policymakers’ Rhetoric in CRT Legislation.,Journal of Higher Education,,10.1080/00221546.2025.2550902,https://research.ebsco.com/linkprocessor/plink?id=2efec184-165c-3105-bdaa-6ba2283707bb,"Recent sociopolitical movements have reflected concerted efforts by policymakers to contest socially conscious curriculum, resulting in critical race theory (CRT) legislative bans across the country. CRT as an analytical lens allows scholars to show how policy can uphold the status quo while reinforcing whiteness in society. Anti-CRT legislation has centered on the idea of CRT as divisive, which led to our intentional focus of this study on the initial creation of these policies to analyze the arguments as linked to sociopolitical rhetoric. To this aim, we critically examined the rationales across 42 states and a total of 66 documents using a CRT framework, particularly whiteness as property. We employed the sociocognitive approach to critical discourse analysis (CDA) to reveal how power and racism are reproduced in legal logic, pointing to the relationship between discourse, cognition, and society. Our findings indicate the ways that policymakers invoked race neutrality through emotionality and sought curricular control through dominant norms such as impartiality, objectivity, and historical accuracy. We provide a significant contribution to the body of scholarship on legislative attacks in higher education by focusing on racism and white emotionality, which is reinforced in policy discourse and connected to current political resistance to change.",2025,9/29/25 19:28,,,,Journal of Higher Education,,,,,,Critical discourse analysis; Critical race theory; Cultural hegemony; Curriculum; Ideology; Legal reasoning; Racism; Rhetoric & politics
EV2MI4UG,journalArticle,2025,"Velema, T. A.",The Macro-Structure of Football’s Global Migration System,International Review for the Sociology of Sport,,10.1177/10126902251362222,,"Analyzes structural constraints on athlete migration across linguistic, geographic, and economic boundaries.",2025,9/29/25 19:28,,,,International Review for the Sociology of Sport,,,,,,CRT; Global Migration; Systems Thinking
TQC7RS2T,journalArticle,2025,"Hodge, Samuel R.; Howe, Jonathan E.; Bennett, Robert",The Meanings Black Male Student–Athletes Ascribe to Their Collegiate Experience Through Counterspace Participation,Quest,15432750,10.1080/00336297.2025.2470241,,"The purpose of this study was to explore the meanings Black male student–athletes ascribed to their involvement in the Redefining Athletic Standards student organization and to analyze interpretations of both the academic and athletic aspects of their collegiate experience. The research design was a multiple-case study. The participants were nine (9) Black male student–athletes at an NCAA Division I affiliated university. The sampling design was purposeful. The primary data sources were individual, face-to-face interviews and a focus group interview. The data were analyzed using constant comparative analysis. Two major interrelated themes emerged, which were as follows: (a) brotherhood in Redefining Athletic Standards and (b) it takes a village. The themes and implications from the study’s breath of findings are discussed.",2025-03,9/29/25 19:28,25-Jan,,,,,,,,,Athletic identity; racial consciousness; racism
UYVSTSB7,journalArticle,2023,"Su, Yiran; Guo, Xuan; Wegner, Christine; Baker, Thomas","The New Wave of Influencers: Examining College Athlete Identities and the Role of Homophily and Parasocial Relationships in Leveraging Name, Image, and Likeness",Journal of Sport Management,1543270X,10.1123/jsm.2022-0192,,"This article brings together scholarship on communication theory, influencer marketing, and personal branding to examine a new type of social media influencer-the college athlete influencer. Previous research in the field of sports has not specifically explored the distinct characteristics of college athletes that contribute to their effectiveness as marketing influencers. By adopting a sequential explanatory mixed-methods approach, this study provides a comprehensive understanding of the source of college athletes’ influence via social media. Quantitative results indicate that projecting an athletic identity on social media enhances the influencer’s credibility and increases the likelihood of consumers purchasing the products they endorse. Furthermore, qualitative findings indicated that the shared school identity acts as the ultimate impetus for the bond between the influencer and the consumer, which subsequently impacts the consumer’s purchasing decisions. This study provides actionable implications for schools, colleges, and brands seeking to build compelling sponsorships in the name, image, and likeness era.",10/1/23,9/29/25 19:27,371-388,5,37,,,,,,,athlete branding; credibility; influencer marketing; NIL; sport marketing
HTYHIJ5M,journalArticle,2020,"Bird‐Pollan, Stefan",The place of the unconscious in critiques of systematic prejudice: Lessons from MacKinnon and Critical Race Theory.,Philosophical Forum,,10.1111/phil.12269,https://research.ebsco.com/linkprocessor/plink?id=8390efac-b0da-31ce-8334-73ad5a5458a6,"In this paper, I argue that so called ""systematic critiques"" of the liberal conception of law in Catherine MacKinnon and Critical Race Theory which have traditionally been seen to reject liberalism should really be understood as subjecting the liberal conception of law as impartial and just to an immanent critique. Critical Race Theory and MacKinnon both seek to unmask the seemingly neutral subject which authorizes law as in reality a hegemonic and oppressive subject. They also employ the tools of liberalism, demanding justice and equal protection under the law. I argue that the apparent contradiction of their demands can be understood by seeing the subject itself as combining these contradictions at the level of the relation between the unconscious and consciousness. The ego strives for rational self‐organization while the unconscious contains sedimented socially transmitted prejudice. There is thus room within both for the struggle for freedom and justice espoused by liberalism at the conscious level as well as for the unconscious perpetuation of prejudice and domination. I conclude that MacKinnon's work and that of CRT show that liberalism must not be abandoned as post‐structuralism does, but that liberals is in fact aided by its critics.",2020,9/29/25 19:28,,4,51,Philosophical Forum,,,,,,"Critical race theory; Liberalism; MacKinnon, Catharine; Poststructuralism; Prejudices"
ZN2YMR2Y,journalArticle,2023,"Beauchamp, Mark R.; Kingstone, Alan; Ntoumanis, Nikos",The Psychology of Athletic Endeavor,Annual Review of Psychology,"0066-4308, 1545-2085",10.1146/annurev-psych-012722-045214,https://www.annualreviews.org/doi/10.1146/annurev-psych-012722-045214,"A considerable amount of human behavior occurs within the context of sports. In recent years there have been notable advances in psychological science research applied to understanding athletic endeavor. This work has utilized a number of novel theoretical, methodological, and data analytic approaches. We review the current evidence related to developmental considerations, intrapersonal athlete factors, group processes, and the role of the coach in explaining how athletes function within the sport domain. This body of work sheds light on the diverse ways in which psychological processes contribute to athletic strivings. It also has the potential to spark interest in domains of psychology concerned with achievement as well as to encourage cross-domain fertilization of ideas.",1/18/23,9/15/25 18:31,597-624,1,74,Annu. Rev. Psychol.,en,http://creativecommons.org/licenses/by/4.0/,,,,
9U3KVQMY,journalArticle,2023,"Miller, Vanessa; Fernandez, Frank; Hutchens, Neal H.",The Race to Ban Race: Legal and Critical Arguments Against State Legislation to Ban Critical Race Theory in Higher Education.,Missouri Law Review,,,https://research.ebsco.com/linkprocessor/plink?id=a2a77afb-915b-3fb7-a643-8562096a65d3,"Anti-critical race theory bills have garnered national attention in the K-12 context. However, many critical race theory (""CRT"") bans also impact institutions of higher education. The bills seek to prohibit the teaching of ideas that include the premise that racism and sexism are pervasive in our society. Those opposing CRT believe its tenets promote anti-white racism, cultural division, and threaten the public institution of education. Scholars and educators have criticized anti-CRT bills for their mischaracterization of the use and tenets of CRT and related theories of scholarship. This Article argues that state anti-CRT laws and policies in higher education run afoul of legal and normative principles. First, the bans conflict with basic First Amendment legal standards. Second, the bans are poor policy choices because they run contrary to the pursuit of equity and inclusion in educational environments as well as the traditional norms of higher education. Part I of the Article provides an overview of recent efforts to ban CRT and their relation to higher education. Part II presents a First Amendment legal analysis of why the bans are legally impermissible as written. Part III contends that anti-CRT legislation, in serving to perpetuate existing racial inequities in education and elsewhere, demonstrates the ongoing importance of CRT and other critical lines of scholarship in higher education.",2023,9/29/25 19:28,,1,88,Missouri Law Review,,,,,,Critical race theory; Higher education; Inclusive education; Legislative bills; United States. Constitution. 1st Amendment
BTJBFQUF,journalArticle,2023,Bolckmans Perquy Starkes Memmert Helsen,"The relationships between relative age effect, personality constructs and achievement level in soccer.",Frontiers in sports and active living,,10.3389/fspor.2023.1226599,,"Youth soccer academies are challenged with the constant recruitment process of young talented players to select those who will achieve long-term success as an athlete. Youth soccer academies strive to enhance the physical and technical skill development as well as personality development of talented players because psychological characteristics play a crucial role in players' future success in their transition to professional soccer. The least mature players and relatively young players may have a greater need to possess superior technical/tactical or psycho-behavioral skills than those relatively older counterparts because of the higher selection rates of early maturing players. Due to RAEs, a significant decrease in the overall quality of professional soccer teams might be observed because of the loss of talent of physically smaller, but psychologically stronger and more versatile relatively young players who possess proper technical and tactical attributes at an early age. The first objective of this study was to examine any possible relationship between RAE and personality constructs. A second objective was to identify factors and effects that can help in the further improvement of talent selection and equal opportunities for elite youth soccer players based on their underlying RAE. The third objective was to consider the impact of RAE on long-term career development.",2023,9/29/25 20:28,,,,Frontiers in sports and active living,,,,,<p>Source: Athlete Financial Behavior PubMed</p>; <p>Source: Athlete Financial Behavior PubMed</p>,
J7IFDHG8,journalArticle,2024,"Riccucci, Norma; Bearfield, Domonic; Humphrey, Nicole; Portillo, Shannon",The relevance of CRT to public administrative practice: The role of leaders.,Administrative Theory & Praxis (Taylor & Francis Ltd),,10.1080/10841806.2024.2331962,https://research.ebsco.com/linkprocessor/plink?id=c7591ad8-ccf3-3fea-9865-aa20e4042018,"Public administration is poised to recognize that race is constitutive of bureaucratic hierarchies, processes, and outcomes and, as such, to ground our work in a more critical and progressive conceptual framework. In this exploratory analysis, we center Critical Race Theory (CRT) around practice, or praxis, a process that is self-reflexive and race-conscious to address root causes of racism, on the role of public sector leaders. This paper applies leadership research to demonstrate how public leaders, particularly career bureaucrats, can help to eliminate institutional racism. We specifically explore how critical race praxis (CRP) can apply to environmental justice and the movement against environmental racism.",2024,9/29/25 19:28,,3,46,Administrative Theory & Praxis (Taylor & Francis Ltd),,,,,,Critical race theory; Environmental justice; Environmental racism; Institutional racism; Other General Government Support; Praxis (Process); Public administration; Race
IWYFUS5X,journalArticle,2025,"BEATRICE, MEGAN","THE RISE AND FALL OF CRITICAL LEGAL STUDIES: LAW, POLITICS, CULTURE.",Monash University Law Review,,,https://research.ebsco.com/linkprocessor/plink?id=2e0ef3fe-a743-3e53-ac15-6b335010f382,"The main focus of the article is a review of James Gilchrist Stewart's book, *The Rise and Fall of Critical Legal Studies: Law, Politics, Culture*, which examines the trajectory of the Critical Legal Studies (CLS) movement. Stewart presents an intellectual history of CLS, detailing its emergence, decline, and the influences of related movements such as feminist legal theory (FLT) and critical race theory (CRT). The review highlights Stewart's innovative approach to demystifying CLS and his exploration of its political implications, including its connections to broader cultural narratives. The book is positioned as a significant contribution to legal theory, particularly for scholars interested in the intersections of law, politics, and culture.",2025,9/29/25 19:28,,1,51,Monash University Law Review,,,,,,Critical race theory; Culture; Intellectual history; Jurisprudence; Power (Social sciences); Scholars
YRHSRUZ5,conferencePaper,2024,"Jaiyesimi, B. G. and Afolalu, S. A. and Bamitale, T. D.","Blockchain technology in sports: Revolutionizing contracts, fan engagement, and data security",,,10.1109/Blockchain.2024.00123,,,2024,9/29/25 19:28,,,,,,,,,,Decision Intelligence; Finance/Contracts; Systems Thinking
HKH3CS8K,thesis,2024,"Henry, C. M.",Avoiding the debt sentence: A narrative inquiry on the endarkened financial socialization of first-generation Black women,,,,,,2024,9/29/25 19:28,,,,,,,,,,CCW; CRT; Finance/Legacy
4783MXKP,journalArticle,2023,"McGuire, Cailie S.; Coletti, Jennifer T.; Martin, Luc J.",The Student-Athlete Volunteer Experience: An Investigation of a University Athletics-Community Sports Partnership,Journal of Higher Education Outreach and Engagement,1534-6102; 2164-8212,,https://research.ebsco.com/linkprocessor/plink?id=98076250-a65f-3e72-acb1-58311eb3f331,"Within the Canadian university sports context, athletics departments are increasingly partnering with community sports organizations to promote youth sports participation, while simultaneously providing student-athletes with volunteer opportunities aimed at developing civically engaged young adults. The purpose of this study was to examine the experiences of varsity student-athlete volunteers (n = 10) within a university athletics-community sports partnership program. Volunteers discussed their motivations to volunteer in the partnership program and highlighted various benefits for themselves (e.g., transferable skill development), the youth athletes (e.g., having relatable role models), and the institution and community more broadly (e.g., enhanced community outreach, credibility of programming). Key takeaways and practical recommendations are provided with the aim of fostering quality volunteer experiences within these partnership programs.",2023,9/29/25 19:27,123-136,4,27,,,,,,,Athletics; Canada; College Students; Foreign Countries; Outreach Programs; School Community Relationship; Student Athletes; Volunteers; Youth Programs
4RU85FGL,journalArticle,2023,"Rivera, Jason D.; Leach, Kirk A.",The Time Has Come: Broadly Integrating Critical Race Theory as an Analytic Lens in Public and Nonprofit Management.,Public Integrity,,10.1080/10999922.2022.2120711,https://research.ebsco.com/linkprocessor/plink?id=78919469-7b93-3277-b94e-b1f1ff2e487c,"Race, racism and administrative callousness: Using Critical Race Theory for a race-conscious public administration. As such, this study helps to reorient the politicized negative rhetoric related to CRT, which has been hyper-focused on making people believe that CRT is intended to ""demonize"" broad White society to one of self-discovery and self-understanding. Over the last few years, the disciplines of public administration (PA) and nonprofit management (NP) have actively contributed to the discourse surrounding the importance of documenting and understanding historically marginalized voices (Blessett & Gaynor, [2]).",2023,9/29/25 19:28,,3,25,Public Integrity,,,,,,Anti-Black racism; Critical race theory; Homeless persons; Nonprofit organization laws; Other General Government Support; Public administration; Racism
UHKY6NY4,journalArticle,2024,"Hodge, Danielle",The urgency of critical race theory in critical discourse studies: a case for critical race discourse analysis.,Journal of Multicultural Discourses,,10.1080/17447143.2024.2401808,https://research.ebsco.com/linkprocessor/plink?id=86e51358-c9dc-3642-b4d1-195b4f091a70,"This article situates critical race discourse analysis (CRDA) as a methodological possibility for critical discourse scholars and critical race scholars curious about the ways our analyses can represent a mutually constitutive commitment between critical discourse analysis (CDA) and critical race theory (CRT). First, I detail the emergence and circulation of anti-critical race theory discourse. After offering a corrective, I engage with Ruth Wodak's (2020) and Norman Fairclough's (2010) invitations to reconsider how CDA can equip critical scholars to confront societal crises. Next, I detail CRDA as a framework that adds to the CDA tradition by embracing CRT as a theory inextricable from our analyses, identify existing studies that engage with CRDA, and use those studies as an entry point to characterize what CRDA contributes to the CDA program. Finally, I revisit the implications for understanding CRT as an insurgent epistemology that aligns with the commitments of critical discourse studies.",2024,9/29/25 19:28,,2-Jan,19,Journal of Multicultural Discourses,,,,,,Critical discourse analysis; Critical race theory; Race; Scholars; Theory of knowledge
CMDW7BZZ,journalArticle,2025,Madan Yoruç Çotuk,The Youth Olympic Games as a turning point in Turkish athletes' career transitions.,Journal of sports sciences,,10.1080/02640414.2025.2526293,,"This study investigates the long-term impact of Youth Olympic Games (YOG) participation on the career transitions of Turkish athletes between 2010 and 2020, a topic that remains underexplored in sport career development literature. Guided by the Athletic Career Transition Model (ACTM) and the Holistic Athletic Career Model (HACM), semi-structured interviews were conducted with eleven former YOG athletes to examine their experiences before, during, and after the Games. Findings revealed four interrelated themes across the pre-, during-, and post-YOG phases. Athletes experienced the shaping and reconfiguration of athletic identity, as YOG participation validated or destabilised their self-perceptions. They faced substantial psychological demands and employed varied coping strategies, navigating pressures, emotional strain, and demonstrating resilience. Participants also had to negotiate life beyond sport, balancing challenging academic responsibilities and social pressures alongside intensive training schedules. Lastly, the YOG served either as a bridge toward sustained elite progression or as a turning point, often leading to burnout and early disengagement. The study highlights the urgent need for athlete-centered support systems, including transparent qualification structures, psychological services, dual-career programs, and sustained financial assistance. These findings underscore that YOG participation, while potentially transformative, must be embedded within robust developmental frameworks to ensure long-term athletic and personal sustainability.",2025,9/29/25 20:28,,,,Journal of sports sciences,,,,,<p>Source: Athlete Financial Behavior PubMed</p>; <p>Source: Athlete Financial Behavior PubMed</p>,
R3XSGG3A,journalArticle,2022,"Hess, Juliet","Theory as the ""North Star"": An Introduction to Race Theories for Music Education.",Music Educators Journal,,10.1177/00274321221138547,https://research.ebsco.com/linkprocessor/plink?id=0bafb3bd-13e0-34fa-8cc2-ffb3959582f3,"To date, multiple U.S. states have passed legislation banning the teaching of critical race theory (CRT) and limiting teaching related to race, gender, CRT, and privilege under the umbrella term ""divisive concepts."" Against this backdrop, I argue that while CRT is not taught in schools, as a theory, it provides a crucial analytical and pedagogical tool to music teachers who often grapple with racially charged situations in the classroom. I introduce tenets of CRT and antiracism and make an argument for the use of these theories to orient pedagogy.",2022,9/29/25 19:28,,2,109,Music Educators Journal,,,,,,Critical race theory; Legislation; Music teachers; Teaching; United States
PQENDSUD,journalArticle,2024,"Willis Esqueda, Cynthia; Gilbert, Kiley",Thinking critically about race bias and culpability perceptions of Latinxs in the criminal justice system.,Journal of Social Issues,,10.1111/josi.12603,https://research.ebsco.com/linkprocessor/plink?id=41e50044-7eee-3a1e-8ce9-f2a20b1d5b66,"Critical race theory (CRT) guides insight into structural and institutional discrimination for identifying causes of race disparities in the United States social and political systems. Disparities are pronounced in the criminal justice system (CJS) for Latinx people, and negative attitudes exist about those incarcerated. LatCrit theory promotes an examination of unique issues creating disparities for Latinx people. Given historical, negative stereotypes of Mexican Americans as a criminal type, even exonerees face the taint of criminalization, and this influences perceptions of them. Following LatCrit theory, we examined the relationship between negative Mexican American stereotypes and perceived internal and external culpability with mediation from defendant rights attitudes for a Mexican American exoneree. With data from a national, adult online sample (N = 120), negative stereotypes about Mexican Americans predicted internal culpability with partial mediation from defendant rights beliefs, but the relationship was not found for external culpability. Negative stereotypes were associated with beliefs in the Mexican American exoneree's inherent criminality. With a LatCrit approach, quantitative findings lend insight into the legal decision making process to produce bias. Results highlight the need for continued focus on Latinx people's unique experiences and for change in methods to improve post‐carceral reintegration and eliminate structural and systemic race bias.",2024,9/29/25 19:28,,2,80,Journal of Social Issues,,,,,,"Criminal justice system; Critical race theory; Hispanic Americans; Institutional racism; Mexican Americans; Other Justice, Public Order, and Safety Activities; Race relations; Racism; Stereotypes"
FZAIMIUM,journalArticle,2022,"Gilhooly, Ken J.; Sleeman, Derek H.","To Differ Is Human: A Reflective Commentary on 'Noise. A Flaw in Human Judgment', by D. Kahneman, O. Sibony & C.R. Sunstein (2021). London: William Collins",Applied Cognitive Psychology,0888-4080,,https://research.ebsco.com/linkprocessor/plink?id=124783a4-64cc-3f12-9f00-5de8fc784b96,"Inconsistency in real-world judgments can cause random unfairness, injustice and misallocation of resources. In their recent monograph Kahneman, Sibony, and Sunstein (2021) analyse judgment inconsistency or",2022,9/29/25 19:27,724-730,3,36,,,,,,,Bias; Cognitive Psychology; Decision Making; Error Patterns; Social Theories; Thinking Skills
UCAB5244,journalArticle,2021,"Nickels, Ashley E.; Leach, Kirk A.",Toward a More Just Nonprofit Sector: Leveraging a Critical Approach to Disrupt and Dismantle White Masculine Space.,Public Integrity,,10.1080/10999922.2020.1870833,https://research.ebsco.com/linkprocessor/plink?id=d240cc68-4109-3ff4-80e8-d3379ca57f52,"This article examines the utility of deploying a critical framework–grounded in critical race theory (CRT), feminist theory, and intersectionality–in nonprofit and voluntary studies. We argue that these theoretical perspectives, which emphasize lived experience and sense-making, while simultaneously situating these experiences within broader socio-political and historical contexts, offer a useful analytic lens for centering the narratives and experiences of marginalized or muted voices, which serve to disrupt and dismantle the hegemony of Whiteness and masculinity in nonprofit spaces.",2021,9/29/25 19:28,,5,23,Public Integrity,,,,,,Critical race theory; Feminist theory; Nonprofit sector
Q8PI54EE,journalArticle,2024,"Schreiber, Felix; Cramer, Colin",Towards a Conceptual Systematic Review: Proposing a Methodological Framework,Educational Review,0013-1911; 1465-3397,,https://research.ebsco.com/linkprocessor/plink?id=66d165dd-6966-317a-9090-dd580fe8a5b3,"This paper proposes a novel framework for systematic reviews, the",2024,9/29/25 19:27,1458-1479,6,76,,,,,,,Classification; Content Analysis; Heuristics; Literature Reviews; Research Methodology
9FTLNPB4,journalArticle,2024,"Szukits, Ágnes; Móricz, Péter",Towards data-driven decision making: the role of analytical culture and centralization efforts,Review of Managerial Science,18636691,10.1007/s11846-023-00694-1,,"The surge in data-related investments has drawn the attention of both managers and academia to the question of whether and how this (re)shapes decision making routines. Drawing on the information processing theory of the organization and the agency theory, this paper addresses how putting a strategic emphasis on business analytics supports an analytical decision making culture that makes enhanced use of data in each phase of the decision making process, along with a potential change in authorities resulting from shifts in information asymmetry. Based on a survey of 305 medium-sized and large companies, we propose a multiple-mediator model. We provide support for our hypothesis that top management support for business analytics and perceived data quality are good predictors of an analytical culture. Furthermore, we argue that the analytical culture increases the centralization of data use, but interestingly, we found that this centralization is not associated with data-driven decision making. Our paper positions a long-running debate about information technology-related centralization of authorities in the new context of business analytics.",10/1/24,9/29/25 19:27,2849-2887,10,18,,,,,,,Business analytics; Centralization; Data-driven decision making; Decision making culture; M10; M15
Z35JSKJK,journalArticle,2022,"Yigitbilek, Demet",Translanguaging Life Writing: 'Auto'biography-Driven Writing Instruction,TESL-EJ,1072-4303,,https://research.ebsco.com/linkprocessor/plink?id=1fb26cb8-3214-39e0-996e-b614827bcce0,"Deficiency-oriented attitudes are still common occurrences despite growing emphasis on linguistic and cultural diversity. Promoting inclusivity in learning, Herrera (2016) proposed",2022,9/29/25 19:27,null-null,3,26,,,,,,,Autobiographies; Code Switching (Language); Cultural Background; Empathy; English (Second Language); Higher Education; Inclusion; Language Usage; Literary Genres; Native Language; Personal Narratives; Second Language Instruction; Second Language Learning; Student Attitudes; Student Diversity; Teaching Methods; Writing (Composition); Writing Instruction
4AWE5UNX,journalArticle,2023,"Lambertz-Berndt, Megan; Anne Conway, Bethany; Goynes, Erica R.",Twitter and the Faces of Whiteness: Investigating Official Responses to the Death of George Floyd.,Howard Journal of Communications,,10.1080/10646175.2022.2116299,https://research.ebsco.com/linkprocessor/plink?id=abf9f678-b3d3-3bb4-9ea6-70ae5e43a90e,"Republican politicians unabashedly condemn the use of critical race theory (CRT) as a pedagogical framework for educators. While most Democrats have quickly come to the defense of CRT, even they are socialized through White supremacist practices. Connecting CRT to the theory of impression management, this paper reveals how Minnesota politicians (both Republicans and Democrats) and government officials used Twitter during a pivotal time in U.S. history—the murder of George Floyd. Examining these theories in relation to the faces of whiteness, we reveal how language of support by government officials and Republican and Democrat politicians may perpetuate White supremacy in overt and camouflaged ways.",2023,9/29/25 19:28,,2,34,Howard Journal of Communications,,,,,,Critical theory; Data analysis software; Descriptive statistics; Public opinion; Qualitative research; Quantitative research; Racism; Social skills; Twitter (Web resource); White supremacy
ICGQFGHS,journalArticle,2020,"Johnson, R.; Perez, M.",Unconscious bias in the workplace: A critical review,Journal of Business Ethics,,,,,2020,9/29/25 19:27,459-477,3,162,,,,,,,
HL9CMLH3,report,2025,Snowflake,"How industry leaders use AI, data interoperability and automation for success",,,,,,2025-02,9/29/25 19:28,,,,,,,,,,
BA8NF7HX,report,2025,Pionline,AI at a crossroads: How AI is reshaping infrastructure investment,,,,pionline.com/sponsored-content/ai-crossroads-how-ai-reshaping-infrastructure-investment,,3/19/25,9/29/25 19:28,,,,,,,,,,
JECWFNCH,report,2025,FinTech Global,How AI can drive further innovation in the wealth management space in 2025,,,,https://fintech.global/globalwealthtechsummitusa/how-ai-can-drive-further-innovation-in-the-wealth-management-space-in-2025/,,1/9/25,9/29/25 19:28,,,,,,,,,,
YVZ775NQ,webpage,2025,"Grant, Wesley",New AI-Powered Apps Are Built to Disrupt the Wealth Management Status Quo,Payments Journal,,,paymentsjournal.com/new-ai-powered-apps-are-built-to-disrupt-the-wealth-management-status-quo,,1/29/25,9/29/25 19:28,,,,,,,,,,
B95ANKXF,webpage,2025,"Iskowitz, Elana",From Buzzword to Backbone: How AI Is Rewiring Wealth Management,WealthTech Today,,,wealthtechtoday.com/2025/03/20/from-buzzword-to-backbone-how-ai-is-rewiring-wealth-management,"The debate has just been settled: AI in wealth management has crossed from PowerPoint promises to portfolio profits. At the 2025 T3 conference, software vendors and advisory firms weren't discussing theoretical use cases-they were comparing notes on which AI tools are delivering the best real world results. While financial advisors have heard about AI's potential for years, this year's T3 showcased practical applications that are transforming real advisory practices today. From instantaneous tax data retrieval to autonomous portfolio optimization, these technologies are reshaping what's possible in client service while dramatically enhancing advisor productivity.",3/20/25,9/29/25 19:28,,,,,,,,,,
VS2URBYP,webpage,2025,"Rafalski, Kacper",AI in Wealth Management: Transforming Financial Planning and Investment Approaches The Evolution of AI in Wealth Management,Netguru,,,netguru.com/blog/ai-in-wealth-management,"AI is changing the wealth management industry. It's transforming how financial advisors work and how clients receive services. AI-powered tools are making it easier to manage money, spot investment opportunities, and give personalized advice. AI tools are also being adopted by asset management firms to streamline compliance processes and enhance operational efficiency. AI in wealth management is expected to grow rapidly, with AI-managed assets predicted to reach almost $6 trillion by 2027. This growth shows how important AI is becoming in the financial world. It's not just a fancy add-on-it's becoming a key part of how wealth management firms operate. AI is helping wealth managers in many ways. It can analyze huge amounts of data quickly, predict market trends, and even chat with clients. This means better service for clients and more efficient work for advisors. As AI keeps getting smarter, it will likely play an even bigger role in how we manage money in the future. Key Takeaways AI is transforming wealth management by improving efficiency and personalization AI-managed assets are expected to grow significantly in the coming years AI helps with data analysis, market predictions, and client interactions in wealth management",3/28/25,9/29/25 19:28,,,,,,,,,,
MULG8AJS,webpage,2025,"Calla, Alexis; Mukherjee, Sandeep","AI, wealth management and trust: Could machines replace human advisors?",World Economic Forum,,,weforum.org/stories/2025/03/ai-wealth-management-and-trust-could-machines-replace-human-advisors,,3/17/25,9/29/25 19:28,,,,,,,,,,
CHU6USD4,webpage,2025,,Schools face tough financial choices under House settlement,Sports Business Journal,,,https://www.sportsbusinessjournal.com/Articles/2025/06/09/schools-face-tough-financial-choices-under-house-settlement/,,6/9/25,9/29/25 19:28,,,,,,,,,,
